id,seq,task,response,confidence,fol,interactions,correct,some_all,rt
participant_1,14,OA3,"[""Iac"", ""Oac""]",guessed,"[""Oac""]","[{""time"": 66611, ""option"": ""Iac"", ""state"": true}, {""time"": 68839, ""option"": ""Oac"", ""state"": true}]",0.5,False,70667
participant_1,15,IE1,"[""nvc""]",guessed,"[""Oac""]","[{""time"": 16186, ""option"": ""nvc"", ""state"": true}]",0.0,False,17261
participant_1,16,II4,"[""nvc""]",guessed,"[""NVC""]","[{""time"": 18465, ""option"": ""nvc"", ""state"": true}]",0.0,False,19216
participant_1,17,IE3,"[""nvc""]",guessed,"[""Oac""]","[{""time"": 26156, ""option"": ""nvc"", ""state"": true}]",0.0,False,26934
participant_1,18,EE3,"[""nvc""]",guessed,"[""NVC""]","[{""time"": 12975, ""option"": ""nvc"", ""state"": true}]",0.0,False,13903
participant_1,19,OO1,"[""nvc""]",guessed,"[""NVC""]","[{""time"": 19312, ""option"": ""nvc"", ""state"": true}]",0.0,False,20166
participant_1,20,EE2,"[""nvc""]",guessed,"[""NVC""]","[{""time"": 16156, ""option"": ""nvc"", ""state"": true}]",0.0,False,17290
participant_1,21,EO3,"[""nvc""]",guessed,"[""NVC""]","[{""time"": 37702, ""option"": ""nvc"", ""state"": true}, {""time"": 40777, ""option"": ""nvc"", ""state"": false}, {""time"": 41450, ""option"": ""nvc"", ""state"": true}]",0.0,False,42559
participant_1,22,EI4,"[""nvc""]",guessed,"[""Oca""]","[{""time"": 60569, ""option"": ""nvc"", ""state"": true}]",0.0,False,61326
participant_1,23,EO1,"[""nvc""]",guessed,"[""NVC""]","[{""time"": 15726, ""option"": ""nvc"", ""state"": true}]",0.0,False,16703
participant_1,24,EA3,"[""nvc""]",guessed,"[""Oca"", ""Eca"", ""Eac"", ""Oac""]","[{""time"": 41377, ""option"": ""nvc"", ""state"": true}]",0.0,False,42187
participant_1,25,EI1,"[""nvc""]",guessed,"[""Oca""]","[{""time"": 41940, ""option"": ""nvc"", ""state"": true}]",0.0,False,42837
participant_1,26,EO4,"[""nvc""]",guessed,"[""NVC""]","[{""time"": 18887, ""option"": ""nvc"", ""state"": true}]",0.0,False,19656
participant_1,27,II3,"[""nvc""]",guessed,"[""NVC""]","[{""time"": 17203, ""option"": ""nvc"", ""state"": true}]",0.0,False,18044
participant_1,28,AO2,"[""nvc""]",guessed,"[""NVC""]","[{""time"": 19334, ""option"": ""nvc"", ""state"": true}]",0.0,False,20248
participant_1,29,AE1,"[""nvc""]",guessed,"[""Oca"", ""Eca"", ""Eac"", ""Oac""]","[{""time"": 30480, ""option"": ""nvc"", ""state"": true}]",0.0,False,31579
participant_1,30,AE3,"[""nvc""]",guessed,"[""Oca"", ""Eca"", ""Eac"", ""Oac""]","[{""time"": 41519, ""option"": ""nvc"", ""state"": true}]",0.0,False,42372
participant_1,31,EA4,"[""nvc""]",guessed,"[""Oca""]","[{""time"": 7469, ""option"": ""nvc"", ""state"": true}]",0.0,False,9931
participant_1,32,EE4,"[""nvc""]",guessed,"[""NVC""]","[{""time"": 23011, ""option"": ""nvc"", ""state"": true}]",0.0,True,24157
participant_1,33,OI1,"[""Oac"", ""Oca""]",guessed,"[""NVC""]","[{""time"": 27415, ""option"": ""Oac"", ""state"": true}, {""time"": 32193, ""option"": ""Oca"", ""state"": true}]",0.0,True,34268
participant_1,34,AE2,"[""Oac"", ""Oca""]",guessed,"[""Oac""]","[{""time"": 15646, ""option"": ""Oac"", ""state"": true}, {""time"": 18171, ""option"": ""Oca"", ""state"": true}]",0.5,True,19570
participant_1,35,AI2,"[""Oac"", ""Oca""]",guessed,"[""Ica"", ""Iac""]","[{""time"": 17833, ""option"": ""Oca"", ""state"": true}, {""time"": 19571, ""option"": ""Oac"", ""state"": true}]",0.0,True,20306
participant_1,36,EA2,"[""Oac"", ""Oca""]",guessed,"[""Oca"", ""Eca"", ""Eac"", ""Oac""]","[{""time"": 4001, ""option"": ""Oac"", ""state"": true}, {""time"": 4759, ""option"": ""Oca"", ""state"": true}]",0.5,True,5573
participant_1,37,AO1,"[""Oac"", ""Oca""]",guessed,"[""NVC""]","[{""time"": 7259, ""option"": ""Oac"", ""state"": true}, {""time"": 9246, ""option"": ""Oca"", ""state"": true}]",0.0,True,14226
participant_1,38,EI2,"[""Oac"", ""Oca""]",guessed,"[""Oca""]","[{""time"": 4941, ""option"": ""Oac"", ""state"": true}, {""time"": 5807, ""option"": ""Oca"", ""state"": true}]",0.5,True,10494
participant_1,39,IE2,"[""Oac"", ""Oca""]",guessed,"[""Oac""]","[{""time"": 5282, ""option"": ""Oac"", ""state"": true}, {""time"": 6124, ""option"": ""Oca"", ""state"": true}]",0.5,True,7159
participant_1,40,IA1,"[""Oac"", ""Oca""]",guessed,"[""Ica"", ""Iac""]","[{""time"": 4045, ""option"": ""Oac"", ""state"": true}, {""time"": 4637, ""option"": ""Oca"", ""state"": true}]",0.0,True,5411
participant_1,41,II1,"[""Oac"", ""Oca""]",guessed,"[""NVC""]","[{""time"": 3308, ""option"": ""Oac"", ""state"": true}, {""time"": 3960, ""option"": ""Oca"", ""state"": true}]",0.0,True,9988
participant_1,42,AA4,"[""Oac"", ""Oca""]",guessed,"[""Ica"", ""Iac""]","[{""time"": 2029, ""option"": ""Oac"", ""state"": true}, {""time"": 2701, ""option"": ""Oca"", ""state"": true}]",0.0,True,8170
participant_1,43,OA1,"[""Oac"", ""Oca""]",guessed,"[""NVC""]","[{""time"": 2206, ""option"": ""Oac"", ""state"": true}, {""time"": 3099, ""option"": ""Oca"", ""state"": true}]",0.0,True,7719
participant_1,44,OA4,"[""Oac"", ""Oca""]",guessed,"[""Oca""]","[{""time"": 2818, ""option"": ""Oac"", ""state"": true}, {""time"": 3466, ""option"": ""Oca"", ""state"": true}]",0.5,True,4224
participant_1,45,OE1,"[""Oac"", ""Oca""]",guessed,"[""NVC""]","[{""time"": 4101, ""option"": ""Oac"", ""state"": true}, {""time"": 4853, ""option"": ""Oca"", ""state"": true}]",0.0,True,17806
participant_1,46,IE4,"[""Oac"", ""Oca""]",guessed,"[""Oac""]","[{""time"": 7846, ""option"": ""Oac"", ""state"": true}, {""time"": 8641, ""option"": ""Oca"", ""state"": true}]",0.5,True,9888
participant_1,47,EO2,"[""Oac"", ""Oca""]",guessed,"[""NVC""]","[{""time"": 2053, ""option"": ""Oac"", ""state"": true}, {""time"": 2676, ""option"": ""Oca"", ""state"": true}]",0.0,True,5200
participant_1,48,OE4,"[""Oac"", ""Oca""]",guessed,"[""NVC""]","[{""time"": 1961, ""option"": ""Oac"", ""state"": true}, {""time"": 2628, ""option"": ""Oca"", ""state"": true}]",0.0,True,21610
participant_1,49,OI4,"[""Oac"", ""Oca""]",guessed,"[""NVC""]","[{""time"": 1952, ""option"": ""Oac"", ""state"": true}, {""time"": 2713, ""option"": ""Oca"", ""state"": true}]",0.0,True,4222
participant_1,50,OO4,"[""Oac"", ""Oca""]",guessed,"[""NVC""]","[{""time"": 1866, ""option"": ""Oac"", ""state"": true}, {""time"": 2764, ""option"": ""Oca"", ""state"": true}]",0.0,True,14681
participant_1,51,IA3,"[""Oac"", ""Oca""]",guessed,"[""NVC""]","[{""time"": 15305, ""option"": ""Oac"", ""state"": true}, {""time"": 15846, ""option"": ""Oca"", ""state"": true}]",0.0,True,16763
participant_1,52,IO2,"[""Oac"", ""Oca""]",guessed,"[""NVC""]","[{""time"": 2408, ""option"": ""Oac"", ""state"": true}, {""time"": 3498, ""option"": ""Oca"", ""state"": true}]",0.0,True,9402
participant_1,53,OO2,"[""Oac"", ""Oca""]",guessed,"[""NVC""]","[{""time"": 2830, ""option"": ""Oac"", ""state"": true}, {""time"": 3547, ""option"": ""Oca"", ""state"": true}]",0.0,True,5176
participant_1,54,IO3,"[""Oac"", ""Oca""]",guessed,"[""NVC""]","[{""time"": 2558, ""option"": ""Oac"", ""state"": true}, {""time"": 3330, ""option"": ""Oca"", ""state"": true}]",0.0,True,9353
participant_1,55,EA1,"[""Oac"", ""Oca""]",guessed,"[""Oca""]","[{""time"": 1397, ""option"": ""Oac"", ""state"": true}, {""time"": 2133, ""option"": ""Oca"", ""state"": true}]",0.5,True,10385
participant_1,56,OE2,"[""Oac"", ""Oca""]",guessed,"[""NVC""]","[{""time"": 2464, ""option"": ""Oac"", ""state"": true}, {""time"": 3550, ""option"": ""Oca"", ""state"": true}]",0.0,True,7951
participant_1,57,OI3,"[""Oac"", ""Oca""]",guessed,"[""NVC""]","[{""time"": 4435, ""option"": ""Oac"", ""state"": true}, {""time"": 5299, ""option"": ""Oca"", ""state"": true}]",0.0,True,15347
participant_1,58,OE3,"[""Oac"", ""Oca""]",guessed,"[""NVC""]","[{""time"": 3845, ""option"": ""Oac"", ""state"": true}, {""time"": 5267, ""option"": ""Oca"", ""state"": true}]",0.0,True,14781
participant_1,59,AE4,"[""Oac"", ""Oca""]",guessed,"[""Oac""]","[{""time"": 8193, ""option"": ""Oac"", ""state"": true}, {""time"": 9099, ""option"": ""Oca"", ""state"": true}]",0.5,True,15282
participant_1,60,II2,"[""Oac"", ""Oca""]",guessed,"[""NVC""]","[{""time"": 14321, ""option"": ""Oac"", ""state"": true}, {""time"": 15157, ""option"": ""Oca"", ""state"": true}]",0.0,True,15901
participant_1,61,EE1,"[""Oac"", ""Oca""]",guessed,"[""NVC""]","[{""time"": 6854, ""option"": ""Oac"", ""state"": true}, {""time"": 7913, ""option"": ""Oca"", ""state"": true}]",0.0,True,12908
participant_1,62,AA1,"[""Oac"", ""Oca""]",guessed,"[""Aac"", ""Iac"", ""Ica""]","[{""time"": 14125, ""option"": ""Oac"", ""state"": true}, {""time"": 14929, ""option"": ""Oca"", ""state"": true}]",0.0,True,15793
participant_1,63,IA4,"[""Oac"", ""Oca""]",guessed,"[""Ica"", ""Iac""]","[{""time"": 17581, ""option"": ""Oac"", ""state"": true}, {""time"": 18201, ""option"": ""Oca"", ""state"": true}]",0.0,True,18939
participant_10,32,AA3,"[""nvc""]",guessed,"[""NVC""]","[{""time"": 20564, ""option"": ""Aac"", ""state"": true}, {""time"": 52649, ""option"": ""Aac"", ""state"": false}, {""time"": 82024, ""option"": ""nvc"", ""state"": true}]",0.0,True,89316
participant_10,33,EA4,"[""nvc""]",guessed,"[""Oca""]","[{""time"": 64120, ""option"": ""nvc"", ""state"": true}]",0.0,True,72580
participant_10,34,AI3,"[""Iac"", ""Oac""]",guessed,"[""NVC""]","[{""time"": 10537, ""option"": ""Iac"", ""state"": true}, {""time"": 35320, ""option"": ""Oac"", ""state"": true}]",0.0,True,47769
participant_10,35,EA3,"[""nvc""]",guessed,"[""Oca"", ""Eca"", ""Eac"", ""Oac""]","[{""time"": 76602, ""option"": ""nvc"", ""state"": true}]",0.0,True,78477
participant_10,36,IO1,"[""nvc""]",guessed,"[""NVC""]","[{""time"": 25955, ""option"": ""nvc"", ""state"": true}]",0.0,True,27195
participant_10,37,EO4,"[""Iac""]",guessed,"[""NVC""]","[{""time"": 15052, ""option"": ""Iac"", ""state"": true}]",0.0,True,29690
participant_10,38,AO4,"[""Iac"", ""Ica"", ""Oac"", ""Oca""]",confident,"[""Oac""]","[{""time"": 9248, ""option"": ""Iac"", ""state"": true}, {""time"": 14807, ""option"": ""Iac"", ""state"": false}, {""time"": 15277, ""option"": ""Iac"", ""state"": true}, {""time"": 18253, ""option"": ""Ica"", ""state"": true}, {""time"": 20221, ""option"": ""Oac"", ""state"": true}, {""time"": 20700, ""option"": ""Oca"", ""state"": true}]",0.25,True,23632
participant_10,39,AI1,"[""Iac"", ""Oac"", ""Oca""]",guessed,"[""NVC""]","[{""time"": 6147, ""option"": ""Iac"", ""state"": true}, {""time"": 9994, ""option"": ""Ica"", ""state"": true}, {""time"": 14557, ""option"": ""Ica"", ""state"": false}, {""time"": 20915, ""option"": ""Oac"", ""state"": true}, {""time"": 31835, ""option"": ""Oca"", ""state"": true}]",0.0,True,33651
participant_10,40,IO4,"[""Iac"", ""Ica"", ""Oac"", ""Oca""]",confident,"[""NVC""]","[{""time"": 6311, ""option"": ""Iac"", ""state"": true}, {""time"": 7324, ""option"": ""Ica"", ""state"": true}, {""time"": 7924, ""option"": ""Oca"", ""state"": true}, {""time"": 8541, ""option"": ""Oac"", ""state"": true}]",0.0,True,20835
participant_10,41,EI1,"[""nvc""]",guessed,"[""Oca""]","[{""time"": 14983, ""option"": ""nvc"", ""state"": true}]",0.0,True,17313
participant_10,42,OA2,"[""Iac"", ""Ica"", ""Oac"", ""Oca""]",guessed,"[""NVC""]","[{""time"": 36155, ""option"": ""Iac"", ""state"": true}, {""time"": 37961, ""option"": ""Ica"", ""state"": true}, {""time"": 54730, ""option"": ""Oac"", ""state"": true}, {""time"": 55322, ""option"": ""Oca"", ""state"": true}]",0.0,True,56334
participant_10,43,AE1,"[""Eac""]",guessed,"[""Oca"", ""Eca"", ""Eac"", ""Oac""]","[{""time"": 10729, ""option"": ""Eac"", ""state"": true}, {""time"": 11608, ""option"": ""Eca"", ""state"": true}, {""time"": 41451, ""option"": ""Eca"", ""state"": false}]",0.25,True,42286
participant_10,44,AI4,"[""Iac"", ""Ica"", ""Oac"", ""Oca""]",guessed,"[""Ica"", ""Iac""]","[{""time"": 3853, ""option"": ""Iac"", ""state"": true}, {""time"": 4306, ""option"": ""Ica"", ""state"": true}, {""time"": 5260, ""option"": ""Oac"", ""state"": true}, {""time"": 6226, ""option"": ""Oca"", ""state"": true}]",0.5,True,8326
participant_10,45,II4,"[""Iac"", ""Ica"", ""Oac"", ""Oca""]",confident,"[""NVC""]","[{""time"": 3117, ""option"": ""Iac"", ""state"": true}, {""time"": 3811, ""option"": ""Ica"", ""state"": true}, {""time"": 4732, ""option"": ""Oac"", ""state"": true}, {""time"": 5363, ""option"": ""Oca"", ""state"": true}]",0.0,True,8800
participant_10,46,OI2,"[""Iac"", ""Ica"", ""Oac"", ""Oca""]",confident,"[""NVC""]","[{""time"": 7468, ""option"": ""Iac"", ""state"": true}, {""time"": 8018, ""option"": ""Ica"", ""state"": true}, {""time"": 8579, ""option"": ""Oca"", ""state"": true}, {""time"": 9187, ""option"": ""Oac"", ""state"": true}]",0.0,True,10820
participant_10,47,AE3,"[""Eca""]",guessed,"[""Oca"", ""Eca"", ""Eac"", ""Oac""]","[{""time"": 80004, ""option"": ""Eca"", ""state"": true}, {""time"": 83152, ""option"": ""Eca"", ""state"": false}, {""time"": 104361, ""option"": ""Eca"", ""state"": true}]",0.25,True,105845
participant_10,48,IE1,"[""Ica""]",guessed,"[""Oac""]","[{""time"": 8581, ""option"": ""Ica"", ""state"": true}, {""time"": 9444, ""option"": ""Iac"", ""state"": true}, {""time"": 16251, ""option"": ""Iac"", ""state"": false}]",0.0,True,25908
participant_10,49,OA3,"[""Iac"", ""Ica"", ""Oac"", ""Oca""]",confident,"[""Oac""]","[{""time"": 7885, ""option"": ""Iac"", ""state"": true}, {""time"": 8427, ""option"": ""Ica"", ""state"": true}, {""time"": 9180, ""option"": ""Oca"", ""state"": true}, {""time"": 9675, ""option"": ""Oac"", ""state"": true}]",0.25,True,11424
participant_10,50,AA2,"[""Aac"", ""Aca""]",confident,"[""Ica"", ""Iac"", ""Aca""]","[{""time"": 32497, ""option"": ""Aac"", ""state"": true}, {""time"": 33231, ""option"": ""Aca"", ""state"": true}]",0.25,True,38545
participant_10,51,OO3,"[""Iac"", ""Ica"", ""Oac"", ""Oca""]",guessed,"[""NVC""]","[{""time"": 1764, ""option"": ""Iac"", ""state"": true}, {""time"": 2965, ""option"": ""Ica"", ""state"": true}, {""time"": 3540, ""option"": ""Oca"", ""state"": true}, {""time"": 4029, ""option"": ""Oac"", ""state"": true}]",0.0,True,4655
participant_10,52,II3,"[""Iac"", ""Ica"", ""Oac"", ""Oca""]",guessed,"[""NVC""]","[{""time"": 1505, ""option"": ""Iac"", ""state"": true}, {""time"": 1863, ""option"": ""Ica"", ""state"": true}, {""time"": 2360, ""option"": ""Oca"", ""state"": true}, {""time"": 2735, ""option"": ""Oac"", ""state"": true}]",0.0,True,3578
participant_10,53,EI3,"[""Iac"", ""Ica"", ""Oac"", ""Oca""]",guessed,"[""Oca""]","[{""time"": 13424, ""option"": ""Iac"", ""state"": true}, {""time"": 16885, ""option"": ""Ica"", ""state"": true}, {""time"": 19230, ""option"": ""Oac"", ""state"": true}, {""time"": 19726, ""option"": ""Oca"", ""state"": true}]",0.25,True,20951
participant_10,54,AO3,"[""Iac"", ""Ica"", ""Oac"", ""Oca""]",guessed,"[""Oca""]","[{""time"": 4642, ""option"": ""Iac"", ""state"": true}, {""time"": 5064, ""option"": ""Ica"", ""state"": true}, {""time"": 5807, ""option"": ""Oca"", ""state"": true}, {""time"": 6257, ""option"": ""Oac"", ""state"": true}]",0.25,True,10498
participant_10,55,OO1,"[""Iac"", ""Ica"", ""Oac"", ""Oca""]",guessed,"[""NVC""]","[{""time"": 11851, ""option"": ""Iac"", ""state"": true}, {""time"": 12439, ""option"": ""Ica"", ""state"": true}, {""time"": 13208, ""option"": ""Oca"", ""state"": true}, {""time"": 13655, ""option"": ""Oac"", ""state"": true}]",0.0,True,16586
participant_10,56,EO3,"[""Iac"", ""Ica"", ""Oac"", ""Oca""]",guessed,"[""NVC""]","[{""time"": 26632, ""option"": ""Oac"", ""state"": true}, {""time"": 27937, ""option"": ""Oca"", ""state"": true}, {""time"": 28447, ""option"": ""Ica"", ""state"": true}, {""time"": 28983, ""option"": ""Iac"", ""state"": true}]",0.0,True,32944
participant_10,57,EE2,"[""Eac"", ""Eca""]",guessed,"[""NVC""]","[{""time"": 10155, ""option"": ""Eac"", ""state"": true}, {""time"": 10881, ""option"": ""Eca"", ""state"": true}]",0.0,True,13269
participant_10,58,IE3,"[""Iac"", ""Ica"", ""Oac"", ""Oca""]",guessed,"[""Oac""]","[{""time"": 1835, ""option"": ""Iac"", ""state"": true}, {""time"": 2218, ""option"": ""Ica"", ""state"": true}, {""time"": 2699, ""option"": ""Oca"", ""state"": true}, {""time"": 3333, ""option"": ""Eac"", ""state"": true}, {""time"": 4267, ""option"": ""Eac"", ""state"": false}, {""time"": 4785, ""option"": ""Oac"", ""state"": true}]",0.25,True,13212
participant_10,59,EO1,"[""Iac"", ""Ica"", ""Oac"", ""Oca""]",guessed,"[""NVC""]","[{""time"": 4540, ""option"": ""Iac"", ""state"": true}, {""time"": 5593, ""option"": ""Ica"", ""state"": true}, {""time"": 6225, ""option"": ""Oac"", ""state"": true}, {""time"": 6705, ""option"": ""Oca"", ""state"": true}]",0.0,True,14308
participant_10,60,EE3,"[""Eac"", ""Eca""]",guessed,"[""NVC""]","[{""time"": 2838, ""option"": ""Eac"", ""state"": true}, {""time"": 3517, ""option"": ""Eca"", ""state"": true}]",0.0,True,4590
participant_10,61,IA2,"[""Iac"", ""Ica"", ""Oac"", ""Oca""]",confident,"[""NVC""]","[{""time"": 25875, ""option"": ""Iac"", ""state"": true}, {""time"": 26622, ""option"": ""Ica"", ""state"": true}, {""time"": 27317, ""option"": ""Oac"", ""state"": true}, {""time"": 27830, ""option"": ""Oca"", ""state"": true}]",0.0,True,29890
participant_10,62,AO2,"[""Iac"", ""Ica"", ""Oac"", ""Oca""]",guessed,"[""NVC""]","[{""time"": 2755, ""option"": ""Iac"", ""state"": true}, {""time"": 3186, ""option"": ""Ica"", ""state"": true}, {""time"": 3828, ""option"": ""Oac"", ""state"": true}, {""time"": 4234, ""option"": ""Oca"", ""state"": true}]",0.0,True,8100
participant_10,63,EI4,"[""Eac""]",guessed,"[""Oca""]","[{""time"": 3118, ""option"": ""Iac"", ""state"": true}, {""time"": 3493, ""option"": ""Ica"", ""state"": true}, {""time"": 4063, ""option"": ""Oac"", ""state"": true}, {""time"": 4445, ""option"": ""Oca"", ""state"": true}, {""time"": 27661, ""option"": ""Iac"", ""state"": false}, {""time"": 28148, ""option"": ""Ica"", ""state"": false}, {""time"": 29029, ""option"": ""Oac"", ""state"": false}, {""time"": 29580, ""option"": ""Oca"", ""state"": false}, {""time"": 38013, ""option"": ""Eac"", ""state"": true}]",0.0,True,47808
participant_10,64,OE4,"[""nvc""]",guessed,"[""NVC""]","[{""time"": 155953, ""option"": ""nvc"", ""state"": true}]",0.0,False,156551
participant_10,65,IA1,"[""Iac"", ""Ica"", ""Oac"", ""Oca""]",confident,"[""Ica"", ""Iac""]","[{""time"": 11465, ""option"": ""Iac"", ""state"": true}, {""time"": 11999, ""option"": ""Iac"", ""state"": false}, {""time"": 12348, ""option"": ""Ica"", ""state"": true}, {""time"": 13237, ""option"": ""Iac"", ""state"": true}, {""time"": 14056, ""option"": ""Oac"", ""state"": true}, {""time"": 14908, ""option"": ""Oca"", ""state"": true}]",0.5,False,20064
participant_10,66,AA4,"[""Aac"", ""Aca""]",confident,"[""Ica"", ""Iac""]","[{""time"": 17118, ""option"": ""Aac"", ""state"": true}, {""time"": 17669, ""option"": ""Aca"", ""state"": true}]",0.0,False,24560
participant_10,67,EE1,"[""Eac"", ""Eca""]",confident,"[""NVC""]","[{""time"": 2315, ""option"": ""Eac"", ""state"": true}, {""time"": 2814, ""option"": ""Eca"", ""state"": true}]",0.0,False,6089
participant_10,68,AA1,"[""Aac"", ""Aca""]",confident,"[""Aac"", ""Iac"", ""Ica""]","[{""time"": 2072, ""option"": ""Iac"", ""state"": true}, {""time"": 2438, ""option"": ""Aac"", ""state"": true}, {""time"": 2902, ""option"": ""Iac"", ""state"": false}, {""time"": 3358, ""option"": ""Aca"", ""state"": true}]",0.25,False,6401
participant_10,69,OA1,"[""Iac"", ""Ica"", ""Oac"", ""Oca""]",confident,"[""NVC""]","[{""time"": 1981, ""option"": ""Iac"", ""state"": true}, {""time"": 2339, ""option"": ""Ica"", ""state"": true}, {""time"": 3067, ""option"": ""Oac"", ""state"": true}, {""time"": 3523, ""option"": ""Oca"", ""state"": true}]",0.0,False,5831
participant_10,70,IO2,"[""Iac"", ""Ica"", ""Oac"", ""Oca""]",confident,"[""NVC""]","[{""time"": 1723, ""option"": ""Iac"", ""state"": true}, {""time"": 2057, ""option"": ""Ica"", ""state"": true}, {""time"": 2628, ""option"": ""Oac"", ""state"": true}, {""time"": 3000, ""option"": ""Oca"", ""state"": true}]",0.0,False,5187
participant_10,71,OI4,"[""Iac"", ""Ica"", ""Oac"", ""Oca""]",confident,"[""NVC""]","[{""time"": 1372, ""option"": ""Iac"", ""state"": true}, {""time"": 2180, ""option"": ""Ica"", ""state"": true}, {""time"": 2708, ""option"": ""Oac"", ""state"": true}, {""time"": 3042, ""option"": ""Oca"", ""state"": true}]",0.0,False,4800
participant_10,72,OI3,"[""Iac"", ""Ica"", ""Oac"", ""Oca""]",confident,"[""NVC""]","[{""time"": 1433, ""option"": ""Iac"", ""state"": true}, {""time"": 2064, ""option"": ""Ica"", ""state"": true}, {""time"": 2668, ""option"": ""Oac"", ""state"": true}, {""time"": 3017, ""option"": ""Oca"", ""state"": true}]",0.0,False,4491
participant_10,73,AE4,"[""Eac"", ""Eca""]",guessed,"[""Oac""]","[{""time"": 3046, ""option"": ""Eac"", ""state"": true}, {""time"": 3645, ""option"": ""Eca"", ""state"": true}]",0.0,False,6471
participant_10,74,IE4,"[""Eac"", ""Eca""]",guessed,"[""Oac""]","[{""time"": 2050, ""option"": ""Eac"", ""state"": true}, {""time"": 2568, ""option"": ""Eca"", ""state"": true}]",0.0,False,9946
participant_10,75,EE4,"[""Eac"", ""Eca""]",confident,"[""NVC""]","[{""time"": 1594, ""option"": ""Eac"", ""state"": true}, {""time"": 2002, ""option"": ""Eca"", ""state"": true}]",0.0,False,5026
participant_10,76,II1,"[""Iac"", ""Ica"", ""Oac"", ""Oca""]",confident,"[""NVC""]","[{""time"": 19732, ""option"": ""Iac"", ""state"": true}, {""time"": 20106, ""option"": ""Ica"", ""state"": true}, {""time"": 20724, ""option"": ""Oac"", ""state"": true}, {""time"": 21170, ""option"": ""Oca"", ""state"": true}]",0.0,False,22662
participant_10,77,IA4,"[""Iac"", ""Ica"", ""Oac"", ""Oca""]",guessed,"[""Ica"", ""Iac""]","[{""time"": 1165, ""option"": ""Iac"", ""state"": true}, {""time"": 1515, ""option"": ""Ica"", ""state"": true}, {""time"": 2077, ""option"": ""Oac"", ""state"": true}, {""time"": 2371, ""option"": ""Oca"", ""state"": true}]",0.5,False,3509
