id,task,response,final,rt,correct,pause_before,substitutions
participant_111,VYQRBDM,VMQMBDM,VMQMBDM,37439,True,1098,"[{""rule"": ""R->Y"", ""rt"": 5148}, {""rule"": ""Y->N"", ""rt"": 5875}, {""rule"": ""N->M"", ""rt"": 9667}]"
participant_111,KSMVFF,KTHHFF,KTHHFF,33878,True,1127,"[{""rule"": ""M->V"", ""rt"": 4526}, {""rule"": ""S->T"", ""rt"": 6051}, {""rule"": ""V->H"", ""rt"": 7845}]"
participant_111,ZVTWKD,ZXXWRD,ZXXWRD,32575,True,1444,"[{""rule"": ""T->V"", ""rt"": 5414}, {""rule"": ""K->R"", ""rt"": 6037}, {""rule"": ""V->X"", ""rt"": 8927}]"
participant_111,DSHDB,DWHDW,DWHDW,26901,True,1597,"[{""rule"": ""S->B"", ""rt"": 4309}, {""rule"": ""B->W"", ""rt"": 6339}]"
participant_111,JXXKK,JXXMM,JXXMM,20634,True,0,"[{""rule"": ""K->M"", ""rt"": 4581}]"
participant_111,GGVVJH,GGQQJQ,GGQQBQ,52664,False,1943,"[{""rule"": ""H->V"", ""rt"": 5913}, {""rule"": ""J->B"", ""rt"": 7977}, {""rule"": ""V->Q"", ""rt"": 22744}]"
participant_111,XDRHR,XDRDR,XDRDR,40884,True,3886,"[{""rule"": ""H->F"", ""rt"": 2869}, {""rule"": ""F->D"", ""rt"": 20510}]"
participant_112,CQRQC,CQRCQ,CSRSC,16318,False,0,"[{""rule"": ""Q->S"", ""rt"": 3361}]"
participant_112,TTRGB,TTRGB,GGRGB,12207,False,2294,"[{""rule"": ""T->W"", ""rt"": 1177}, {""rule"": ""W->G"", ""rt"": 2100}]"
participant_112,CMMRS,CMMRS,HMMRH,10304,False,1624,"[{""rule"": ""S->C"", ""rt"": 1564}, {""rule"": ""C->H"", ""rt"": 1093}]"
participant_112,CXLKCL,CXLKCL,VXFFVF,16572,False,2362,"[{""rule"": ""K->L"", ""rt"": 977}, {""rule"": ""C->V"", ""rt"": 868}, {""rule"": ""L->F"", ""rt"": 632}]"
participant_112,CGPMWG,CPGWML,BBPMKB,18149,False,1853,"[{""rule"": ""C->G"", ""rt"": 1333}, {""rule"": ""W->K"", ""rt"": 1165}, {""rule"": ""G->B"", ""rt"": 610}]"
participant_112,MNKCZS,MNKCZS,RBKRZS,18272,False,1758,"[{""rule"": ""C->M"", ""rt"": 771}, {""rule"": ""N->B"", ""rt"": 857}, {""rule"": ""M->R"", ""rt"": 800}]"
participant_112,BJXFFWN,BJXFMWX,BJXNNNN,21081,False,2315,"[{""rule"": ""W->Z"", ""rt"": 741}, {""rule"": ""Z->F"", ""rt"": 556}, {""rule"": ""F->N"", ""rt"": 442}]"
participant_112,LGRBVXZ,LGRBVXZ,LBBBVXZ,30339,False,2048,"[{""rule"": ""G->R"", ""rt"": 1007}, {""rule"": ""R->W"", ""rt"": 286}, {""rule"": ""W->B"", ""rt"": 415}]"
participant_113,HKXYWD,HBBVWD,HBBVWD,71345,True,6049,"[{""rule"": ""K->X"", ""rt"": 21623}, {""rule"": ""Y->V"", ""rt"": 9206}, {""rule"": ""X->B"", ""rt"": 10031}]"
participant_113,CWYJHPM,CWYJHPM,YWYJHYM,66724,False,3246,"[{""rule"": ""C->P"", ""rt"": 7576}, {""rule"": ""P->X"", ""rt"": 10591}, {""rule"": ""X->Y"", ""rt"": 19737}]"
participant_113,QHWSBWG,QQWQBWG,QQWQBWG,73622,True,3370,"[{""rule"": ""S->J"", ""rt"": 14297}, {""rule"": ""J->H"", ""rt"": 7763}, {""rule"": ""H->Q"", ""rt"": 13419}]"
participant_113,LDYBWL,LDRPPL,LDRPPL,157708,True,4160,"[{""rule"": ""W->B"", ""rt"": 27661}, {""rule"": ""Y->R"", ""rt"": 29912}, {""rule"": ""B->P"", ""rt"": 32218}]"
participant_113,KYKJY,KYKMY,KYKMY,24747,True,0,"[{""rule"": ""J->M"", ""rt"": 5710}]"
participant_113,ZBSZL,TBSTT,TBSTT,60656,True,6917,"[{""rule"": ""Z->L"", ""rt"": 18164}, {""rule"": ""L->T"", ""rt"": 11015}]"
participant_113,TRQSS,TRQQQ,TRQQQ,56632,True,2318,"[{""rule"": ""S->W"", ""rt"": 7416}, {""rule"": ""W->Q"", ""rt"": 29818}]"
participant_113,NDRPNP,NCHHNH,NCHHNH,79799,True,1801,"[{""rule"": ""R->P"", ""rt"": 19013}, {""rule"": ""D->C"", ""rt"": 12460}, {""rule"": ""P->H"", ""rt"": 21844}]"
participant_12,RTWNPJ,RTTYPW,RKKYPJ,76289,False,4830,"[{""rule"": ""W->T"", ""rt"": 4331}, {""rule"": ""N->Y"", ""rt"": 3639}, {""rule"": ""T->K"", ""rt"": 4261}]"
participant_12,GVWTVYM,PPWTVPM,MMWTMYM,56283,False,4497,"[{""rule"": ""V->P"", ""rt"": 5975}, {""rule"": ""P->G"", ""rt"": 4657}, {""rule"": ""G->M"", ""rt"": 3629}]"
participant_12,TYRRNM,TYCC,TYCCZZ,43099,False,11133,"[{""rule"": ""M->N"", ""rt"": 4340}, {""rule"": ""R->C"", ""rt"": 3168}, {""rule"": ""N->Z"", ""rt"": 3648}]"
participant_12,QXZMYHB,QXZMHBT,QXZMBBB,72751,False,1797,"[{""rule"": ""H->Y"", ""rt"": 7057}, {""rule"": ""Y->T"", ""rt"": 3552}, {""rule"": ""T->B"", ""rt"": 2952}]"
participant_12,YXBYS,XYBXS,RRBRS,57988,False,9372,"[{""rule"": ""Y->X"", ""rt"": 4922}, {""rule"": ""X->R"", ""rt"": 5310}]"
participant_12,JMJSB,RMRJB,JMJJB,49676,False,24237,"[{""rule"": ""S->R"", ""rt"": 3510}, {""rule"": ""R->J"", ""rt"": 11775}]"
participant_12,NRTRN,NQTQN,NQTQN,25754,True,0,"[{""rule"": ""R->Q"", ""rt"": 8371}]"
participant_12,JJHSST,CCHJQ,CCHCCQ,42417,False,6340,"[{""rule"": ""S->J"", ""rt"": 5469}, {""rule"": ""T->Q"", ""rt"": 4355}, {""rule"": ""J->C"", ""rt"": 4510}]"
participant_13,FXQDNCR,QDXEFNR,QXQDQCR,33850,False,1615,"[{""rule"": ""F->N"", ""rt"": 5616}, {""rule"": ""N->B"", ""rt"": 4826}, {""rule"": ""B->Q"", ""rt"": 4866}]"
participant_13,RMCQDSR,MCDDRFR,RMCMDMR,43364,False,1569,"[{""rule"": ""S->F"", ""rt"": 10859}, {""rule"": ""F->Q"", ""rt"": 7057}, {""rule"": ""Q->M"", ""rt"": 13966}]"
participant_13,MYWNDS,QQDMNC,QQWNDC,36384,False,3195,"[{""rule"": ""Y->M"", ""rt"": 10115}, {""rule"": ""S->C"", ""rt"": 6667}, {""rule"": ""M->Q"", ""rt"": 6239}]"
participant_13,CXVLRR,QMLRR,QQMLRR,38655,False,3850,"[{""rule"": ""X->C"", ""rt"": 9402}, {""rule"": ""V->M"", ""rt"": 4501}, {""rule"": ""C->Q"", ""rt"": 10090}]"
participant_13,JKDYJ,JKDDJ,JKJYJ,54273,False,7710,"[{""rule"": ""D->M"", ""rt"": 37105}, {""rule"": ""M->J"", ""rt"": 6158}]"
